type,name,gu,lat,lng,address,tel,typedetail,indoor,businesshours,conditions,cate_mix,Adress,dong
음식점,로스트피그,마포구,37.55609895,126.9090201,서울특별시 마포구 동교로9길 57,02-332-9279,한식,실내, ,목줄,음식점한식마포구실내목줄동교로9길동교로9길,대한민국 서울특별시 마포구 동교로9길 57,동교로9길
음식점,문화식당,성북구,37.59275096,126.9981949,서울특별시 성북구 혜화로 88,02-763-4644,퓨전,"실내,루프탑",매일 11:30 - 21:00,목줄,음식점퓨전성북구실내 루프탑목줄성북동성북동,대한민국 서울특별시 성북구 성북동 122-7,성북동
음식점,묘한식탁,마포구,37.55045176,126.9097128,서울특별시 마포구 포은로2나길 44,02-6405-6966,양식,실내, ,목줄,음식점양식마포구실내목줄합정동합정동,대한민국 서울특별시 마포구 합정동 포은로2나길 44,합정동
음식점,와이키키마켓,마포구,37.55889604,126.8886605,서울특별시 마포구 마포나루길 332,02-854-8000,한식,실외, ,목줄,음식점한식마포구실외목줄상암동상암동,대한민국 서울특별시 마포구 상암동 1537-2,상암동
음식점,셰발레리,마포구,37.55206647,126.9069618,서울특별시 마포구 포은로 52,02-6013-0269,양식,실내, ,목줄,음식점양식마포구실내목줄합정동합정동,대한민국 서울특별시 마포구 합정동 433-61,합정동
음식점,페리도트,마포구,37.55655839,126.9048206,서울특별시 마포구 포은로 106-1,02-322-4303,양식,실내, ,목줄,음식점양식마포구실내목줄망원1동망원1동,대한민국 서울특별시 마포구 망원1동 414-17,망원1동
음식점,공작,마포구,37.55389316,126.9042692,서울특별시 마포구 희우정로12길 23,0507-1422-0227,퓨전,실내, ,목줄,음식점퓨전마포구실내목줄망원1동망원1동,대한민국 서울특별시 마포구 망원1동 희우정로12길 23,망원1동
음식점,어라운드 그린,마포구,37.55763617,126.9056102,서울특별시 마포구 망원로 79,02-6080-9797,한식,실내, ,목줄,음식점한식마포구실내목줄망원2동망원2동,대한민국 서울특별시 마포구 망원2동 423-15,망원2동
음식점,AN'CHILL,영등포구,37.5380084,126.8959941,서울특별시 영등포구 선유로53길 24,02-2671-7089,퓨전,실내, ,목줄,음식점퓨전영등포구실내목줄양평동4가양평동4가,대한민국 서울특별시 영등포구 양평동4가 240,양평동4가
음식점,레드인,영등포구,37.53511986,126.8984552,서울특별시 영등포구 선유동2로 73,070-7757-7276,퓨전,실내, ,목줄,음식점퓨전영등포구실내목줄양평동4가양평동4가,대한민국 서울특별시 영등포구 양평동4가 27-7,양평동4가
음식점,비스트로406,양천구,37.5257155,126.8719625,서울특별시 양천구 목동동로 226,02-2644-9406,양식,실내, ,목줄,음식점양식양천구실내목줄목동동로목동동로,대한민국 서울특별시 양천구 목동동로 228,목동동로
음식점,크레이지토마토 문래창작촌점,영등포구,37.51478778,126.8966103,서울특별시 영등포구 도림로128가길 9,02-2631-0308,피자,실내, ,목줄,음식점피자영등포구실내목줄문래동문래동,대한민국 서울특별시 영등포구 문래동 54-20,문래동
음식점,하코야 문래역점,영등포구,37.51746312,126.8964937,서울특별시 영등포구 당산로 34,02-2677-5399,일식,실내, ,목줄,음식점일식영등포구실내목줄문래동3가문래동3가,대한민국 서울특별시 영등포구 문래동3가 55-5,문래동3가
음식점,아씨펍크래프트,구로구,37.50578001,126.8914055,서울특별시 구로구 새말로 102,010-3362-6800,피자,실내, ,목줄,음식점피자구로구실내목줄구로5동구로5동,대한민국 서울특별시 구로구 구로5동 26,구로5동
음식점,디펍문래,영등포구,37.51417446,126.8944574,서울특별시 영등포구 도림로 433-2,070-7717-5551,퓨전,실내, ,목줄,음식점퓨전영등포구실내목줄문래동2가문래동2가,대한민국 서울특별시 영등포구 문래동2가 14-26,문래동2가
음식점,아리수만찬,영등포구,37.54534066,126.8936823,서울특별시 영등포구 노들로 111,02-2632-2100,한식,실내, ,캐리어,음식점한식영등포구실내캐리어양화동양화동,대한민국 서울특별시 영등포구 양화동 47,양화동
음식점,피맥하우스 당산동3가점,영등포구,37.52566803,126.8973389,서울특별시 영등포구 당산로30길 5,02-6013-6702,피자,실내, ,목줄,음식점피자영등포구실내목줄당산로30길당산로30길,대한민국 서울특별시 영등포구 당산로30길 5,당산로30길
음식점,대구반야월막창 영등포구청점,영등포구,37.52653358,126.897913,서울특별시 영등포구 국회대로36길 10,010-3723-7839,한식,실외, ,목줄,음식점한식영등포구실외목줄당산동3가당산동3가,대한민국 서울특별시 영등포구 당산동3가 127-5,당산동3가
음식점,브루스카,영등포구,37.51293944,126.894346,서울특별시 영등포구 경인로79길 9,010-9292-4754,퓨전,실내, ,목줄,음식점퓨전영등포구실내목줄경인로79길경인로79길,대한민국 서울특별시 영등포구 경인로79길 9-1,경인로79길
음식점,작은술집원지,영등포구,37.52705283,126.8977116,서울특별시 영등포구 국회대로34길 5-1,010-4964-7511,퓨전,실내, ,목줄,음식점퓨전영등포구실내목줄국회대로34길국회대로34길,대한민국 서울특별시 영등포구 국회대로34길 5-1,국회대로34길
음식점,무정형,영등포구,37.51565481,126.8915735,서울특별시 영등포구 도림로143길 2,010-5096-4430,퓨전,실내, ,목줄,음식점퓨전영등포구실내목줄문래동4가문래동4가,대한민국 서울특별시 영등포구 문래동4가 6-2,문래동4가
음식점,찰랑,영등포구,37.51470427,126.8946869,서울특별시 영등포구 도림로 436-3,010-8922-0302,퓨전,실내, ,캐리어,음식점퓨전영등포구실내캐리어도림로도림로,대한민국 서울특별시 영등포구 도림로 436-5,도림로
음식점,로컬비어,영등포구,37.5220662,126.8931963,서울특별시 영등포구 영등포로 103,010-3200-0829,퓨전,실내, ,목줄,음식점퓨전영등포구실내목줄당산동2가당산동2가,대한민국 서울특별시 영등포구 당산동2가 43,당산동2가
음식점,블랑,영등포구,37.52439344,126.8976215,서울특별시 영등포구 양산로23길 6,010-9150-1753,퓨전,실내, ,목줄,음식점퓨전영등포구실내목줄양산로23길양산로23길,대한민국 서울특별시 영등포구 양산로23길 6-1,양산로23길
음식점,쏘맥의달인,동작구,37.48780478,126.9811924,서울특별시 동작구 동작대로27길 16-6,02-599-9479,퓨전,실내, ,목줄,음식점퓨전동작구실내목줄사당2동사당2동,대한민국 서울특별시 동작구 사당2동 131-7,사당2동
음식점,돈페페,동작구,37.47941516,126.9808344,서울특별시 동작구 사당로30길 123-1,010-8882-8246,퓨전,실내, ,목줄,음식점퓨전동작구실내목줄사당동사당동,대한민국 서울특별시 동작구 사당동 1031-4,사당동
음식점,청춘식당,동작구,37.50789575,126.9616901,서울특별시 동작구 서달로13길 11-13,02-812-8884,한식,실내, ,목줄,음식점한식동작구실내목줄흑석동흑석동,대한민국 서울특별시 동작구 흑석동 102-34,흑석동
음식점,맥피스,동작구,37.50732722,126.9648657,서울특별시 동작구 서달로14길 38,02-6406-6456,퓨전,실내, ,목줄,음식점퓨전동작구실내목줄흑석동흑석동,대한민국 서울특별시 동작구 흑석동 43-125,흑석동
음식점,바야흐로,동작구,37.50756308,126.9647974,서울특별시 동작구 현충로 102,070-7755-2889,퓨전,실내, ,목줄,음식점퓨전동작구실내목줄흑석동흑석동,대한민국 서울특별시 동작구 흑석동 9-89,흑석동
음식점,반할,동작구,37.50717138,126.9637797,서울특별시 동작구 서달로14다길 13,010-3244-8338,퓨전,실내, ,목줄,음식점퓨전동작구실내목줄흑석동흑석동,대한민국 서울특별시 동작구 흑석동 52-18,흑석동
음식점,피맥하우스 상도1동점,동작구,37.50383013,126.9483726,서울특별시 동작구 양녕로 265-1,02-6439-1333,피자,실내, ,목줄,음식점피자동작구실내목줄양녕로양녕로,대한민국 서울특별시 동작구 양녕로 265-1,양녕로
음식점,엉터리생고기 숭실대점,동작구,37.49848001,126.952364,서울특별시 동작구 상도로37길 66,02-815-5113,한식,실내, ,목줄,음식점한식동작구실내목줄상도1동상도1동,대한민국 서울특별시 동작구 상도1동 152,상도1동
음식점,서울통닭&닭발,동작구,37.51139904,126.9442532,서울특별시 동작구 만양로 89,02-816-5891,한식,실내, ,목줄,음식점한식동작구실내목줄노량진1동노량진1동,대한민국 서울특별시 동작구 노량진1동 119-253,노량진1동
음식점,숯총각꼼장어닭발,관악구,37.48593246,126.9277934,서울특별시 관악구 신림로67길 28,010-3228-1566,한식,실내, ,목줄,음식점한식관악구실내목줄신림동신림동,대한민국 서울특별시 관악구 신림동 1432-137,신림동
음식점,낮부엉이,관악구,37.48470736,126.9272013,서울특별시 관악구 신림로65길 41,070-8845-4133,분식,실내, ,목줄,음식점분식관악구실내목줄신림동신림동,대한민국 서울특별시 관악구 신림동 1433-96,신림동
음식점,신사리즉석떡볶이,관악구,37.48306603,126.9285994,서울특별시 관악구 남부순환로176길 20,010-8414-0147,분식,실내, ,목줄,음식점분식관악구실내목줄남부순환로176길남부순환로176길,대한민국 서울특별시 관악구 남부순환로176길 20,남부순환로176길
음식점,길회뜨다횟집,관악구,37.48336039,126.929194,서울특별시 관악구 신림로59길 12,02-876-8279,일식,실내, ,캐리어,음식점일식관악구실내캐리어신림동신림동,대한민국 서울특별시 관악구 신림동 1640-42,신림동
음식점,감성필,동작구,37.48052723,126.9810841,서울특별시 동작구 동작대로9길 7,010-7149-4512,한식,실내, ,목줄,음식점한식동작구실내목줄사당1동사당1동,대한민국 서울특별시 동작구 사당1동 동작대로9길 7,사당1동
음식점,파고,관악구,37.48065351,126.9573882,서울특별시 관악구 행운1길 40,02-6368-2249,퓨전,실내, ,목줄,음식점퓨전관악구실내목줄행운1길행운1길,대한민국 서울특별시 관악구 행운1길 40,행운1길
음식점,남도반주,관악구,37.47826224,126.9559313,서울특별시 관악구 관악로14가길 6,010-9539-9446,한식,실내, ,캐리어,음식점한식관악구실내캐리어낙성대동낙성대동,대한민국 서울특별시 관악구 낙성대동 1613-5,낙성대동
음식점,호랑이,서초구,37.44853714,127.0550362,서울특별시 서초구 청계산로9길 1-3,02-577-2827,퓨전,실내, ,목줄,음식점퓨전서초구실내목줄청계산로청계산로,대한민국 서울특별시 서초구 청계산로 1-3,청계산로
음식점,양재대가원 양재점,서초구,37.46753316,127.0416458,서울특별시 서초구 강남대로6길 4,02-529-5342,한식,실내, ,목줄,음식점한식서초구실내목줄양재2동양재2동,대한민국 서울특별시 서초구 양재2동 강남대로6길 4,양재2동
음식점,타이밍 LP music bar,서초구,37.4790696,127.0421885,서울특별시 서초구 양재천로 135-4,02-575-1354,퓨전,실내, ,안기,음식점퓨전서초구실내안기양재1동양재1동,대한민국 서울특별시 서초구 양재1동 양재천로 135-4,양재1동
음식점,크로스비,서초구,37.47755596,127.041004,서울특별시 서초구 양재천로 115,02-576-7754,퓨전,테라스, ,목줄,음식점퓨전서초구테라스목줄양재천로양재천로,대한민국 서울특별시 서초구 양재천로 115,양재천로
음식점,헝그리홀스,송파구,37.51008795,127.0820593,서울특별시 송파구 백제고분로7길 28-14,02-416-3791,퓨전,"실내,테라스",매일 18:00 - 03:00,목줄,음식점퓨전송파구실내 테라스목줄잠실동잠실동,대한민국 서울특별시 송파구 잠실동 190-8,잠실동
음식점,도프피자 베이커스,서초구,37.4683249,127.0431002,서울특별시 서초구 동산로2길 41,070-4647-2040,피자,실내, ,"캐리어,안기",음식점피자서초구실내캐리어 안기동산로2길동산로2길,대한민국 서울특별시 서초구 동산로2길 41,동산로2길
음식점,라파스타앤모어,서초구,37.50796696,127.021945,서울특별시 서초구 사평대로57길 86,070-4042-3469,양식,실내, ,목줄,음식점양식서초구실내목줄반포동반포동,대한민국 서울특별시 서초구 반포동 723-10,반포동
음식점,키친야나,서초구,37.49769708,126.9988886,서울특별시 서초구 서래로6길 10,070-8833-3568,양식,실내, ,목줄,음식점양식서초구실내목줄반포4동반포4동,대한민국 서울특별시 서초구 반포4동 90-3,반포4동
음식점,크래프트브로스,서초구,37.49879152,126.9976288,서울특별시 서초구 사평대로22길 18,02-537-7451,퓨전,실내, ,목줄,음식점퓨전서초구실내목줄반포동반포동,대한민국 서울특별시 서초구 반포동 106-7,반포동
음식점,파더스오피스,서초구,37.51698263,127.0185874,서울특별시 서초구 강남대로101길 18-6,010-2576-1606,퓨전,실내, ,목줄,음식점퓨전서초구실내목줄잠원동잠원동,대한민국 서울특별시 서초구 잠원동 12-16,잠원동
음식점,J의정원,서초구,37.51398764,127.0189299,서울특별시 서초구 신반포로47길 82,010-5164-4841,퓨전,실내, ,목줄,음식점퓨전서초구실내목줄잠원동잠원동,대한민국 서울특별시 서초구 잠원동 27-9,잠원동
음식점,까사꼬숑,서초구,37.48081815,126.9999543,서울특별시 서초구 효령로34길 23-7,010-8347-8985,퓨전,"실내,실외", ,목줄,음식점퓨전서초구실내 실외목줄효령로34길효령로34길,대한민국 서울특별시 서초구 효령로34길 23-7,효령로34길
음식점,노스티모,서초구,37.4886346,126.9959226,서울특별시 서초구 서초대로 125,02-535-5375,양식,실내, ,목줄,음식점양식서초구실내목줄방배4동방배4동,대한민국 서울특별시 서초구 방배4동 880-14,방배4동
음식점,남미플랜트랩,서초구,37.48060937,126.9832304,서울특별시 서초구 방배천로4안길 55,02-522-1276,퓨전,실내, ,목줄,음식점퓨전서초구실내목줄방배동방배동,대한민국 서울특별시 서초구 방배동 455-20,방배동
음식점,카페슬로우,서초구,37.500847,127.0252737,서울특별시 서초구 서초대로77길 35,02-3482-0111,퓨전,테라스, ,목줄,음식점퓨전서초구테라스목줄서초동서초동,대한민국 서울특별시 서초구 서초동 1308-12,서초동
음식점,메이민(구. 메이찬),강동구,37.53773634,127.1462303,서울특별시 강동구 명일로 214,02-482-1611,중식,실내, ,캐리어,음식점중식강동구실내캐리어길동길동,대한민국 서울특별시 강동구 길동 125-5,길동
음식점,나주곰탕 길동점,강동구,37.53400071,127.1372905,서울특별시 강동구 천호대로 1134,02-470-2966,한식,실내, ,목줄,음식점한식강동구실내목줄성내동성내동,대한민국 서울특별시 강동구 성내동 379-1,성내동
음식점,이자카야 인,강동구,37.52979337,127.1221396,서울특별시 강동구 성내로6길 14-16,02-474-0644,일식,실내, ,목줄,음식점일식강동구실내목줄성내1동성내1동,대한민국 서울특별시 강동구 성내1동 552-3,성내1동
음식점,버거주의,강동구,37.53703716,127.1304649,서울특별시 강동구 천호대로 1065,02-6326-8610,햄버거,실내, ,목줄,음식점햄버거강동구실내목줄천호3동천호3동,대한민국 서울특별시 강동구 천호3동 450-6,천호3동
음식점,만국미식회,강동구,37.53849607,127.1274849,서울특별시 강동구 천호대로157길 18,070-8828-9798,퓨전,실내, ,캐리어,음식점퓨전강동구실내캐리어천호대로157길천호대로157길,대한민국 서울특별시 강동구 천호대로157길 18,천호대로157길
음식점,뮬바,강동구,37.55126779,127.14345,서울특별시 강동구 양재대로141길 8,010-5553-3596,퓨전,실내, ,목줄,음식점퓨전강동구실내목줄명일동명일동,대한민국 서울특별시 강동구 명일동 312-84,명일동
음식점,동촌,강동구,37.54760139,127.1555997,서울특별시 강동구 동남로65길 5,02-3426-9719,한식,실내, ,목줄,음식점한식강동구실내목줄명일동명일동,대한민국 서울특별시 강동구 명일동 158,명일동
음식점,닐리 고덕점,강동구,37.55267242,127.1544682,서울특별시 강동구 동남로73길 31,02-427-0054,양식,실내, ,목줄,음식점양식강동구실내목줄명일2동명일2동,대한민국 서울특별시 강동구 명일2동 48-1,명일2동
음식점,리틀방콕 고덕점,강동구,37.55918388,127.1537442,서울특별시 강동구 동남로79길 26,02-426-0662,퓨전,실내, ,목줄,음식점퓨전강동구실내목줄고덕1동고덕1동,대한민국 서울특별시 강동구 고덕1동 동남로79길 26 고덕아이파크아파트,고덕1동
음식점,컵앤곱,송파구,37.5102216,127.0857062,서울특별시 송파구 석촌호수로 68,02-415-2770,한식,실내, ,목줄,음식점한식송파구실내목줄잠실본동잠실본동,대한민국 서울특별시 송파구 잠실본동 208-13 2층,잠실본동
음식점,라미아파밀리아,송파구,37.50459989,127.0849311,서울특별시 송파구 백제고분로18길 5,010-4841-3941,양식,실내, ,캐리어,음식점양식송파구실내캐리어잠실동잠실동,대한민국 서울특별시 송파구 잠실동 331-12,잠실동
음식점,규정공,송파구,37.48528783,127.1151196,서울특별시 송파구 정의로7길 13,02-2622-1346,한식,실내, ,캐리어,음식점한식송파구실내캐리어문정2동문정2동,대한민국 서울특별시 송파구 문정2동 494,문정2동
음식점,옐로우팟,송파구,37.4846615,127.1209336,서울특별시 송파구 송파대로 167,02-2054-8242,퓨전,실내, ,캐리어,음식점퓨전송파구실내캐리어문정동문정동,대한민국 서울특별시 송파구 문정동 송파대로 167 테라타워 A-1411,문정동
음식점,인조이더샐러드,송파구,37.4846615,127.1209336,서울특별시 송파구 송파대로 167,02-2054-8700,퓨전,테라스, ,목줄,음식점퓨전송파구테라스목줄문정동문정동,대한민국 서울특별시 송파구 문정동 송파대로 167 테라타워 A-1411,문정동
음식점,올리브테이블,송파구,37.48261579,127.1228264,서울특별시 송파구 법원로4길 10,02-6349-2100,양식,실내,월요일 휴무    매일 11:00 - 22:00 (15:00-17:00 브레이크타임)    일요일 11:00 - 21:00 (브레이크타임 없음),목줄,음식점양식송파구실내목줄문정동문정동,대한민국 서울특별시 송파구 문정동 305-5,문정동
음식점,놀부수산,송파구,37.49453769,127.1087136,서울특별시 송파구 양재대로 932,02-408-8372,한식,실내, ,목줄,음식점한식송파구실내목줄dong가락동,F4V5+RF 대한민국 서울특별시,가락동
음식점,토탈포차,송파구,37.50549572,127.0936793,서울특별시 송파구 백제고분로27길 28,010-7710-9513,한식,실내, ,목줄,음식점한식송파구실내목줄삼전동삼전동,대한민국 서울특별시 송파구 삼전동 107,삼전동
음식점,에일크루,마포구,37.55589593,126.9304565,서울특별시 마포구 와우산로37길 7,02-332-8663,피자,테라스,"평일 15:00 - 00:00 / 토요일 15:00 - 01:00 , 1월1일 휴무","목줄,캐리어",음식점피자마포구테라스목줄 캐리어동교동동교동,대한민국 서울특별시 마포구 동교동 와우산로37길 7,동교동
음식점,매드나이트,송파구,37.50618752,127.0989685,서울특별시 송파구 송파대로49길 52,010-8824-4741,퓨전,실내, ,목줄,음식점퓨전송파구실내목줄석촌동석촌동,대한민국 서울특별시 송파구 석촌동 24,석촌동
음식점,피피샐러드,송파구,37.50627736,127.099388,서울특별시 송파구 송파대로49길 50,070-8822-7771,퓨전,실내, ,안기,음식점퓨전송파구실내안기석촌동석촌동,대한민국 서울특별시 송파구 석촌동 24-14,석촌동
음식점,하이윤,송파구,37.50419113,127.1088373,서울특별시 송파구 송파대로40길 1-26,010-4488-7457,퓨전,실내, ,안기,음식점퓨전송파구실내안기송파동송파동,대한민국 서울특별시 송파구 송파동 88-7,송파동
음식점,다운타우너 잠실,송파구,37.50903765,127.1106654,서울특별시 송파구 백제고분로45길 3,070-8868-3696,햄버거,실내, ,캐리어,음식점햄버거송파구실내캐리어송파동송파동,대한민국 서울특별시 송파구 송파동 46-4,송파동
음식점,골든타이,송파구,37.51470175,127.1194229,서울특별시 송파구 위례성대로 66,02-461-8089,퓨전,테라스, ,목줄,음식점퓨전송파구테라스목줄방이동방이동,대한민국 서울특별시 송파구 방이동 171-4,방이동
음식점,김피그 거여점,송파구,37.4941352,127.1442441,서울특별시 송파구 거마로3길 4,02-401-1761,한식,실내, ,목줄,음식점한식송파구실내목줄거여동거여동,대한민국 서울특별시 송파구 거여동 25,거여동
음식점,오늘덮밥,송파구,37.49328428,127.1467356,서울특별시 송파구 거마로2길 18,02-402-3229,한식,실내, ,목줄,음식점한식송파구실내목줄거여동거여동,대한민국 서울특별시 송파구 거여동 36-10,거여동
음식점,퀴너스화덕피자앤캠핑,송파구,37.53187564,127.1187263,서울특별시 송파구 풍성로26길 22,070-4800-5860,피자,"실내,루프탑", ,목줄,음식점피자송파구실내 루프탑목줄풍납2동풍납2동,대한민국 서울특별시 송파구 풍납2동 237-1,풍납2동
음식점,세곡포차,강남구,37.4631481,127.1034683,서울특별시 강남구 헌릉로570길 34,02-459-3366,퓨전,실내, ,목줄,음식점퓨전강남구실내목줄세곡동세곡동,대한민국 서울특별시 강남구 세곡동 175-7,세곡동
음식점,춘천닭갈비,강남구,37.466816,127.1000394,서울특별시 강남구 헌릉로569길 13,02-459-9289,한식,실내, ,목줄,음식점한식강남구실내목줄세곡동세곡동,대한민국 서울특별시 강남구 세곡동 380-1,세곡동
음식점,자주포차,강남구,37.49000771,127.0834444,서울특별시 강남구 양재대로35길 5,070-4045-4569,퓨전,실내, ,목줄,음식점퓨전강남구실내목줄일원1동일원1동,대한민국 서울특별시 강남구 일원1동 680-3,일원1동
음식점,비스트로상수,강남구,37.47531931,127.0474534,서울특별시 강남구 논현로 54,02-577-2208,퓨전, , ,목줄,음식점퓨전강남구 목줄개포4동개포4동,대한민국 서울특별시 강남구 개포4동 228-5,개포4동
음식점,삼곱식당 개포점,강남구,37.47816271,127.0463365,서울특별시 강남구 논현로20길 18,02-573-9293,한식,실내, ,목줄,음식점한식강남구실내목줄논현로20길논현로20길,대한민국 서울특별시 강남구 논현로20길 18,논현로20길
음식점,부타식당,강남구,37.47479558,127.0506349,서울특별시 강남구 논현로10길 26,02-572-8338,퓨전,실내, ,"목줄,매너벨트",음식점퓨전강남구실내목줄 매너벨트개포동개포동,대한민국 서울특별시 강남구 개포동 1184-1,개포동
음식점,비일비재,종로구,37.56877824,126.9862445,서울특별시 종로구 삼일대로15길 21,010-9938-5154,퓨전,실내,"매일 18:00 - 02:00 , 매주 일요일 정기휴무 (사회적거리두기 기간동안은 5pm ~ 9pm 으로 조정하여 운영합니다.)","목줄,매너벨트",음식점퓨전종로구실내목줄 매너벨트관철동관철동,대한민국 서울특별시 종로구 관철동 11-18,관철동
음식점,찰미당,강남구,37.48166635,127.0440248,서울특별시 강남구 논현로24길 11,02-529-3859,퓨전,테라스, ,목줄,음식점퓨전강남구테라스목줄도곡동도곡동,대한민국 서울특별시 강남구 도곡동 449-6,도곡동
음식점,모터시티바이매니멀 역삼점,강남구,37.49974405,127.0349548,서울특별시 강남구 테헤란로 142,02-2051-8877,피자,실내, ,캐리어,음식점피자강남구실내캐리어역삼동역삼동,대한민국 서울특별시 강남구 역삼동 736-1,역삼동
음식점,역삼동 쏭타이,강남구,37.50568431,127.040272,서울특별시 강남구 테헤란로39길 51,02-554-0342,퓨전,실내, ,"목줄,입마개",음식점퓨전강남구실내목줄 입마개역삼동역삼동,대한민국 서울특별시 강남구 역삼동 664-32,역삼동
음식점,모터시티바이매니멀 강남점,강남구,37.50055728,127.0278959,서울특별시 강남구 강남대로98길 12-3,02-2052-3003,피자,실내, ,캐리어,음식점피자강남구실내캐리어역삼동역삼동,대한민국 서울특별시 강남구 역삼동 817-33,역삼동
음식점,그릴1492 삼성1호점,강남구,37.50657697,127.05336,서울특별시 강남구 삼성로91길 36,02-555-1492,한식,실내, ,목줄,음식점한식강남구실내목줄삼성2동삼성2동,대한민국 서울특별시 강남구 삼성2동 143-33,삼성2동
음식점,하드워커,강남구,37.51109923,127.0569621,서울특별시 강남구 삼성로100길 23-30,070-4248-7700,피자,실내, ,목줄,음식점피자강남구실내목줄삼성1동삼성1동,대한민국 서울특별시 강남구 삼성1동 153-32,삼성1동
음식점,식물원282,강남구,37.51044109,127.0568739,서울특별시 강남구 테헤란로83길 44-1,02-525-7234,퓨전,실내, ,목줄,음식점퓨전강남구실내목줄삼성1동삼성1동,대한민국 서울특별시 강남구 삼성1동 테헤란로83길 44-1,삼성1동
음식점,조인바이트,강남구,37.5115282,127.0446121,서울특별시 강남구 선릉로112길 13,02-3444-3611,양식,실내, ,"목줄,매너벨트",음식점양식강남구실내목줄 매너벨트삼성동삼성동,대한민국 서울특별시 강남구 삼성동 36-11,삼성동
음식점,엘레나영,강남구,37.52665134,127.0494061,서울특별시 강남구 도산대로99길 47,02-511-7433,양식,실내, ,목줄,음식점양식강남구실내목줄청담동청담동,대한민국 서울특별시 강남구 청담동 121-52,청담동
음식점,누앙스,강남구,37.52606139,127.0452932,서울특별시 강남구 압구정로72길 7,02-514-8077,퓨전,실내, ,목줄,음식점퓨전강남구실내목줄압구정로72길압구정로72길,대한민국 서울특별시 강남구 압구정로72길 7,압구정로72길
음식점,루카511,강남구,37.52701682,127.0468813,서울특별시 강남구 도산대로81길 40,02-540-6640,양식,테라스, ,목줄,음식점양식강남구테라스목줄청담동청담동,대한민국 서울특별시 강남구 청담동 115-16,청담동
음식점,윌로뜨,강남구,37.52276794,127.0434057,서울특별시 강남구 선릉로148길 48,02-722-0689,양식,실내, ,목줄,음식점양식강남구실내목줄청담동청담동,대한민국 서울특별시 강남구 청담동 19-18,청담동
음식점,알로하포케 학동점,강남구,37.51489843,127.0299765,서울특별시 강남구 논현로 705,02-511-9183,퓨전,실내, ,목줄,음식점퓨전강남구실내목줄논현1동논현1동,대한민국 서울특별시 강남구 논현1동 37-18,논현1동
음식점,장생건강원,강남구,37.50937518,127.024509,서울특별시 강남구 강남대로124길 23,070-7543-1077,퓨전,실내, ,목줄,음식점퓨전강남구실내목줄논현1동논현1동,대한민국 서울특별시 강남구 논현1동 145-12,논현1동
음식점,로얄라운지다이닝,강남구,37.51529077,127.029788,서울특별시 강남구 논현로 709,02-514-1247,양식,테라스, ,목줄,음식점양식강남구테라스목줄논현로논현로,대한민국 서울특별시 강남구 논현로 709,논현로
음식점,후문포차,강남구,37.50738458,127.0258232,서울특별시 강남구 강남대로120길 28,02-3445-0701,퓨전,실내,매일 18:00 - 24:00   명절당일 휴무,목줄,음식점퓨전강남구실내목줄서울특별시서울특별시,"28, 강남대로120길 강남구 서울특별시 대한민국",서울특별시
음식점,달링키친,강남구,37.51401211,127.0375282,서울특별시 강남구 언주로126길 25,02-540-3460,양식,테라스, ,목줄,음식점양식강남구테라스목줄논현동논현동,대한민국 서울특별시 강남구 논현동 247-9,논현동
음식점,마사 타코,강남구,37.52199869,127.0217406,서울특별시 강남구 압구정로10길 30-8,02-545-6915,퓨전,실내, ,목줄,음식점퓨전강남구실내목줄압구정로10길압구정로10길,대한민국 서울특별시 강남구 압구정로10길 30-8,압구정로10길
음식점,스페인클럽 가로수본점,강남구,37.52189244,127.0218595,서울특별시 강남구 압구정로10길 26,02-515-1118,퓨전,테라스, ,목줄,음식점퓨전강남구테라스목줄압구정로10길압구정로10길,대한민국 서울특별시 강남구 압구정로10길 26,압구정로10길
음식점,보물선,강남구,37.51739225,127.0210985,서울특별시 강남구 강남대로152길 20,02-511-9093,한식,실내, ,목줄,음식점한식강남구실내목줄신사동신사동,대한민국 서울특별시 강남구 신사동 강남대로152길 20,신사동
음식점,동남방앗간,강남구,37.52328441,127.0346483,서울특별시 강남구 언주로154길 16,0507-1454-1229,퓨전,테라스, ,목줄,음식점퓨전강남구테라스목줄신사동신사동,대한민국 서울특별시 강남구 신사동 631-25,신사동
음식점,까폼,강남구,37.52487626,127.0379882,서울특별시 강남구 선릉로153길 18,02-6081-7318,퓨전,실내, ,캐리어,음식점퓨전강남구실내캐리어선릉로153길선릉로153길,대한민국 서울특별시 강남구 선릉로153길 18,선릉로153길
음식점,미드나잇몰트펍,강남구,37.52604592,127.037502,서울특별시 강남구 선릉로157길 27-3,070-4647-4727,퓨전,실내, ,목줄,음식점퓨전강남구실내목줄신사동신사동,대한민국 서울특별시 강남구 신사동 657-13,신사동
음식점,Ginos NY Pizza 압구정점,강남구,37.52537386,127.0383515,서울특별시 강남구 선릉로155길 15,02-3444-2234,피자,실내, ,목줄,음식점피자강남구실내목줄신사동신사동,대한민국 서울특별시 강남구 신사동 655-3,신사동
음식점,긴자카레,강남구,37.50061073,127.0516629,서울특별시 강남구 역삼로 406,02-3452-0988,퓨전,실내,매일 11:30 - 24:00 (브레이크타임 14:30~16:30) / 공휴일 16:30 - 24:00 / 매주 일요일 휴무,목줄,음식점퓨전강남구실내목줄대치동대치동,대한민국 서울특별시 강남구 대치동 908-2,대치동
