p_name,p_type,menu,,openhours,entryoption,tel_no,guname,address,road_address,lat,long,cate_mix
별미양과점,카페,카페,실내, ,안기,010-5291-3673,성동구,서울특별시 성동구 금호로 84 1층,서울특별시 성동구 금호로 84,37.550836555625,127.025827511581,카페카페성동구실내안기
BELOW SEONGSOO,카페,카페,실내, ,목줄,0507-1327-9148,성동구,서울특별시 성동구 서울숲4길 16-10 지하 1층,서울특별시 성동구 서울숲4길 16-10,37.5472387637578,127.042405140398,카페카페성동구실내목줄
파인와플,카페,카페,실내, ,목줄,02-6015-1616,성동구,서울특별시 성동구 서울숲4길 16-1 1층,서울특별시 성동구 서울숲4길 16-1,37.5472991417658,127.042624593839,카페카페성동구실내목줄
어라운드데이,카페,카페,실내, ,목줄,010-9116-3695,성동구,서울특별시 성동구 서울숲2길 24-1,서울특별시 성동구 서울숲2길 24-1,37.5468696659429,127.041271064288,카페카페성동구실내목줄
업사이드커피 뚝섬점,카페,카페,실내, ,목줄,070-8802-7579,성동구,서울특별시 성동구 왕십리로14길 19-1,서울특별시 성동구 왕십리로14길 19-1,37.548771040745,127.045915766793,카페카페성동구실내목줄
JOFREE CAKE,카페,베이커리,실내, ,목줄,010-8938-6925,성동구,서울특별시 성동구 성덕정길 42 1층,서울특별시 성동구 성덕정길 42,37.5385417763184,127.048271227571,카페베이커리성동구실내목줄
&meal,카페,브런치,실내,매일 11:00 - 20:00   19:00 라스트오더,목줄,070-8888-0919,성동구,서울특별시 성동구 연무장3길 5-1 3층,서울특별시 성동구 연무장3길 5-1,37.5442347899887,127.051363388679,카페브런치성동구실내목줄
인더매스 마장,카페,카페,실내, ,목줄,02-6084-8996,성동구,서울특별시 성동구 마장로 270,서울특별시 성동구 마장로 270,37.5655440076255,127.039967923778,카페카페성동구실내목줄
밀버슈,카페,베이커리,실내, ,목줄,010-4530-5960,성동구,서울특별시 성동구 무학봉21길 9 1층,서울특별시 성동구 무학봉21길 9,37.5622716952079,127.03090944427,카페베이커리성동구실내목줄
cafe lazes,카페,카페,실내, ,안기,010-2421-4658,성동구,서울특별시 성동구 왕십리로 410 센트라스상가A동 102호,서울특별시 성동구 왕십리로 410,37.566590498762,127.02408246322,카페카페성동구실내안기
커먼센스커피,카페,카페,실내, ,목줄,010-8815-8412,성동구,서울특별시 성동구 왕십리로 410 i동 127호,서울특별시 성동구 왕십리로 410,37.566590498762,127.02408246322,카페카페성동구실내목줄
두번째마카롱,카페,베이커리,실내, ,목줄,010-4338-4817,성동구,서울특별시 성동구 무학봉15길 24 1층,서울특별시 성동구 무학봉15길 24,37.5632457753019,127.030513925049,카페베이커리성동구실내목줄
로쿠커피,카페,카페,실내, ,목줄,010-8475-3737,광진구,서울특별시 광진구 군자로15길 14 1층,서울특별시 광진구 군자로15길 14,37.5540595664789,127.073483678467,카페카페광진구실내목줄
서울230,카페,카페,실내, ,목줄,010-9931-9045,광진구,서울특별시 광진구 군자로2길 4 1층,서울특별시 광진구 군자로2길 4,37.5443720656556,127.071817443075,카페카페광진구실내목줄
Mau,카페,카페,실내, ,목줄,010-9850-7499,광진구,서울특별시 광진구 능동로13길 77,서울특별시 광진구 능동로13길 77,37.5450150953489,127.068813726604,카페카페광진구실내목줄
인서트카페,카페,카페,실내, ,목줄,010-3129-1067,광진구,서울특별시 광진구 군자로7길 25,서울특별시 광진구 군자로7길 25,37.545679094259,127.06918606285,카페카페광진구실내목줄
모지니,카페,카페,실내, ,"캐리어,안기",010-6690-9015,광진구,서울특별시 광진구 군자로5길 22 1층,서울특별시 광진구 군자로5길 22,37.5451066907273,127.069643935709,"카페카페광진구실내캐리어,안기"
카페롱,카페,카페,실내, ,목줄,02-466-4255,광진구,서울특별시 광진구 광나루로 360,서울특별시 광진구 광나루로 360,37.5478712285124,127.069943670777,카페카페광진구실내목줄
키랩보드게임카페 건대본점,카페,카페,실내, ,캐리어,070-8098-7300,광진구,서울특별시 광진구 아차산로33길 49,서울특별시 광진구 아차산로33길 49,37.5425081932103,127.070731415702,카페카페광진구실내캐리어
카페 26,카페,카페,"실내,루프탑", ,목줄,070-8672-3050,광진구,서울특별시 광진구 능동로17길 34 2F카페 / 6F루프탑라운지,서울특별시 광진구 능동로17길 34,37.5468668556548,127.071646135283,"카페카페광진구실내,루프탑목줄"
에스페란자로스터즈,카페,카페,"실내,실외","매일 11:00 - 18:00, 월요일 휴무, 대관문의환영",목줄,070-8837-1105,서대문구,서울특별시 서대문구 증가로4길 58-15 1층. 2층,서울특별시 서대문구 증가로4길 58-15,37.5774983402087,126.928715201852,"카페카페서대문구실내,실외목줄"
카페704호,카페,카페,실내, ,목줄,010-4424-3860,광진구,서울특별시 광진구 아차산로41길 44 서경빌딩 1층,서울특별시 광진구 아차산로41길 44,37.5386377265114,127.077406428913,카페카페광진구실내목줄
케이크라움,카페,베이커리,실내, ,목줄,010-2206-8140,광진구,서울특별시 광진구 광나루로 416 1층,서울특별시 광진구 광나루로 416,37.5464634577966,127.075581558515,카페베이커리광진구실내목줄
Six Degrees Coffee,카페,카페,실내, ,안기,02-6954-0161,광진구,서울특별시 광진구 동일로2길 38 1층,서울특별시 광진구 동일로2길 38,37.5346407218008,127.062305096626,카페카페광진구실내안기
브링미커피 자양점,카페,카페,실내, ,캐리어,070-7633-2870,광진구,서울특별시 광진구 자양번영로 19 1층,서울특별시 광진구 자양번영로 19,37.5313872650085,127.074922593307,카페카페광진구실내캐리어
리버커피,카페,카페,실외, ,목줄,02-730-4143,광진구,서울특별시 광진구 아차산로78길 90 1층,서울특별시 광진구 아차산로78길 90,37.5510729137918,127.110615495296,카페카페광진구실외목줄
카페드노보,카페,브런치,실외, ,목줄,010-7133-1537,광진구,서울특별시 광진구 아차산로78길 157,서울특별시 광진구 아차산로78길 157,37.5481442758361,127.10910226182,카페브런치광진구실외목줄
37.5 광진직영점,카페,브런치,실외, ,목줄,02-453-3705,광진구,서울특별시 광진구 아차산로76가길 5 1층,서울특별시 광진구 아차산로76가길 5,37.547200140874,127.107606257434,카페브런치광진구실외목줄
오늘도내일도,카페,카페,실내, ,목줄,02-455-9511,광진구,서울특별시 광진구 아차산로 403-6,서울특별시 광진구 아차산로 403-6,37.537876883982,127.087403177727,카페카페광진구실내목줄
메이로즈마카롱,카페,카페,실내, ,목줄,010-8188-2121,광진구,서울특별시 광진구 자양로 261 1층,서울특별시 광진구 자양로 261,37.5496014296147,127.090010143854,카페카페광진구실내목줄
천계월,카페,카페,실내, ,목줄,010-5752-3394,광진구,서울특별시 광진구 자양로42길 20 1층,서울특별시 광진구 자양로42길 20,37.5488619737844,127.091076158864,카페카페광진구실내목줄
펠어커피 구의점,카페,카페,실내, ,목줄,070-7702-0053,광진구,서울특별시 광진구 아차산로59길 63 1층,서울특별시 광진구 아차산로59길 63,37.5412462144611,127.090810605355,카페카페광진구실내목줄
92도,카페,카페,테라스, ,목줄,02-2201-2292,광진구,서울특별시 광진구 천호대로110길 40,서울특별시 광진구 천호대로110길 40,37.5555154421542,127.079266120299,카페카페광진구테라스목줄
커피에반하다 중곡제일점,카페,카페,실내, ,목줄,070-7732-3659,광진구,서울특별시 광진구 면목로 117 101호,서울특별시 광진구 면목로 117,37.5640684989952,127.080089783997,카페카페광진구실내목줄
델리롱,카페,카페,실내, ,"안기,매너벨트",010-9203-4628,광진구,서울특별시 광진구 능동로48길 77 1층,서울특별시 광진구 능동로48길 77,37.5621182014859,127.086845878089,"카페카페광진구실내안기,매너벨트"
번트시에나,카페,카페,실내, ,안기,02-6368-9095,광진구,서울특별시 광진구 동일로66길 14 1층,서울특별시 광진구 동일로66길 14,37.5615109758673,127.075930871529,카페카페광진구실내안기
카페 알틴,카페,카페,실내, ,목줄,02-468-4201,광진구,서울특별시 광진구 능동로 420-1 1층,서울특별시 광진구 능동로 420-1,37.5664370682999,127.084818339907,카페카페광진구실내목줄
카페반창고,카페,카페,실내, ,목줄,02-969-4254,동대문구,서울특별시 동대문구 경희대로1가길 18,서울특별시 동대문구 경희대로1가길 18,37.5925718992695,127.051665171662,카페카페동대문구실내목줄
카페 브레멘,카페,카페,실내, ,목줄,010-7375-8182,동대문구,서울특별시 동대문구 왕산로 293,서울특별시 동대문구 왕산로 293,37.586746104594,127.052026168391,카페카페동대문구실내목줄
비바라비다,카페,카페,실내, ,안기,010-2093-1980,동대문구,서울특별시 동대문구 천호대로81길 32,서울특별시 동대문구 천호대로81길 32,37.5637127456497,127.064565399575,카페카페동대문구실내안기
바르다펫 장안점,카페,카페,실내, ,목줄,070-7799-8956,동대문구,서울특별시 동대문구 사가정로25길 41 상가 1층,서울특별시 동대문구 사가정로25길 41,37.5808570174676,127.070614390155,카페카페동대문구실내목줄
톤톤,카페,카페,테라스, ,목줄,010-7749-3343,동대문구,서울특별시 동대문구 답십리로63길 11 1층,서울특별시 동대문구 답십리로63길 11,37.5732473399371,127.06795503536,카페카페동대문구테라스목줄
올데이 베이커리,카페,베이커리,실내, ,안기,02-3394-5370,동대문구,서울특별시 동대문구 천호대로91길 42 1층,서울특별시 동대문구 천호대로91길 42,37.5633956352828,127.069722643262,카페베이커리동대문구실내안기
이야기Café,카페,카페,실내, ,목줄,010-9733-5799,동대문구,서울특별시 동대문구 전농로3길 106 1층,서울특별시 동대문구 전농로3길 106,37.5724740194887,127.056118008205,카페카페동대문구실내목줄
호매호,카페,카페,실내, ,목줄,02-3390-2113,동대문구,서울특별시 동대문구 답십리로 173-1,서울특별시 동대문구 답십리로 173-1,37.5730122839201,127.059590593209,카페카페동대문구실내목줄
문인커피,카페,카페,실내, ,목줄,070-4210-0061,동대문구,서울특별시 동대문구 서울시립대로2길 68 1층,서울특별시 동대문구 서울시립대로2길 68,37.5723757873438,127.049310601955,카페카페동대문구실내목줄
프리카페,카페,카페,실내, ,목줄,070-8824-1004,동대문구,서울특별시 동대문구 답십리로48길 76 1층,서울특별시 동대문구 답십리로48길 76,37.5693750740252,127.057558232717,카페카페동대문구실내목줄
너디블루,카페,카페,실내, ,목줄,010-4402-1310,동대문구,서울특별시 동대문구 전농로36길 9 1층 1호,서울특별시 동대문구 전농로36길 9,37.5854270100329,127.052929075367,카페카페동대문구실내목줄
우더스커피바,카페,카페,실내, ,목줄,010-8930-2831,동대문구,서울특별시 동대문구 천호대로37길 11,서울특별시 동대문구 천호대로37길 11,37.5737572272043,127.041489433295,카페카페동대문구실내목줄
카페림,카페,카페,실내, ,목줄,02-968-1497,동대문구,서울특별시 동대문구 천호대로27길 8-2,서울특별시 동대문구 천호대로27길 8-2,37.5744942285265,127.03748599462,카페카페동대문구실내목줄
숲속카페,카페,카페,실내, ,목줄,010-2606-7265,중랑구,서울특별시 중랑구 신내로7가길 10-14,서울특별시 중랑구 신내로7가길 10-14,37.6030488092907,127.095344827972,카페카페중랑구실내목줄
커파코너,카페,카페,실내, ,캐리어,02-6448-2369,중랑구,서울특별시 중랑구 망우로72길 16 1층,서울특별시 중랑구 망우로72길 16,37.5994225994207,127.10243501933,카페카페중랑구실내캐리어
카페다온,카페,카페,실내, ,목줄,010-4560-7789,중랑구,서울특별시 중랑구 용마산로 458,서울특별시 중랑구 용마산로 458,37.5919203036137,127.09842652337,카페카페중랑구실내목줄
달달행행복행,카페,베이커리,실내, ,목줄,02-977-0909,중랑구,서울특별시 중랑구 공릉로12가길 63 1층,서울특별시 중랑구 공릉로12가길 63,37.6180150473355,127.082810093478,카페베이커리중랑구실내목줄
커피앤바복길이,카페,카페,실내, ,안기,070-7590-8528,중랑구,서울특별시 중랑구 봉화산로4길 62,서울특별시 중랑구 봉화산로4길 62,37.5991534504971,127.075161711419,카페카페중랑구실내안기
슈가버터,카페,카페,실내, ,목줄,02-6212-1119,중랑구,서울특별시 중랑구 송림길 5 1층,서울특별시 중랑구 송림길 5,37.5993659587079,127.095186801431,카페카페중랑구실내목줄
소년커피,카페,카페,실내, ,안기,010-9342-0085,중랑구,서울특별시 중랑구 면목로92길 7,서울특별시 중랑구 면목로92길 7,37.5949128072129,127.08640749136,카페카페중랑구실내안기
빈스로드,카페,카페,실외, ,목줄,010-7672-7072,중랑구,서울특별시 중랑구 봉화산로 111,서울특별시 중랑구 봉화산로 111,37.6029563732548,127.086569561723,카페카페중랑구실외목줄
이디야커피 동원사거리점,카페,카페,테라스, ,목줄,02-432-6717,중랑구,서울특별시 중랑구 겸재로 240 행복오피스텔 1층 102호,서울특별시 중랑구 겸재로 240,37.5896366083419,127.09416998992,카페카페중랑구테라스목줄
카페1호기,카페,카페,실내,영업시간 매일 11:00 - 22:00,"목줄,매너벨트",070-8844-1338,강북구,서울특별시 강북구 월계로7길 5 1층,서울특별시 강북구 월계로7길 5,37.6105580095109,127.032460875503,"카페카페강북구실내목줄,매너벨트"
루앤비카페,카페,카페,테라스,매일11:00~22:00 (동절기),목줄,010-3803-6218,강북구,서울특별시 강북구 도봉로102길 70,서울특별시 강북구 도봉로102길 70,37.6402043480085,127.03312695505,카페카페강북구테라스목줄
닭봉씨 창동점,카페,카페,실내, ,목줄,02-900-7004,도봉구,서울특별시 도봉구 덕릉로60가길 59,서울특별시 도봉구 덕릉로60가길 59,37.637160920633,127.038718519036,카페카페도봉구실내목줄
호일카페,카페,카페,실내, ,목줄,070-7773-9022,중랑구,서울특별시 중랑구 용마산로90길 22 1층,서울특별시 중랑구 용마산로90길 22,37.5874949542105,127.097165971708,카페카페중랑구실내목줄
셀렉토커피 돌곶이역스타점,카페,카페,실내, ,안기,010-2474-4292,성북구,서울특별시 성북구 화랑로 248 장위뉴타워 1층,서울특별시 성북구 화랑로 248,37.61040549645,127.056906221867,카페카페성북구실내안기
카페연,카페,카페,실내, ,목줄,010-6666-5683,성북구,서울특별시 성북구 화랑로19길 70-14 1층,서울특별시 성북구 화랑로19길 70-14,37.6090209959448,127.051087058228,카페카페성북구실내목줄
메이븐커피,카페,카페,실내, ,목줄,02-923-4197,성북구,서울특별시 성북구 북악산로31길 34,서울특별시 성북구 북악산로31길 34,37.594039305223,127.035103888551,카페카페성북구실내목줄
카페 오드마인드,카페,카페,실내, ,목줄,070-8868-3582,성북구,서울특별시 성북구 월곡로18나길 1,서울특별시 성북구 월곡로18나길 1,37.601584861729,127.042680120042,카페카페성북구실내목줄
카페그냥그냥,카페,카페,실외, ,목줄,02-943-1579,성북구,서울특별시 성북구 아리랑로5길 151,서울특별시 성북구 아리랑로5길 151,37.6006488049648,127.011150919393,카페카페성북구실외목줄
오감공간,카페,카페,실내, ,목줄,010-5015-6698,성북구,서울특별시 성북구 정릉로38다길 34 1층,서울특별시 성북구 정릉로38다길 34,37.6017172519212,127.016797282149,카페카페성북구실내목줄
감구당,카페,카페,실내, ,목줄,010-9016-1290,성북구,서울특별시 성북구 보국문로 71 1층,서울특별시 성북구 보국문로 71,37.6107341399266,127.008862706554,카페카페성북구실내목줄
KINFOLKS COFFEE,카페,카페,"실내,테라스", ,"목줄,캐리어",02-943-7920,성북구,서울특별시 성북구 보국문로 87-22,서울특별시 성북구 보국문로 87-22,37.6118294542651,127.007845773011,"카페카페성북구실내,테라스목줄,캐리어"
팬도로시 고려대점,카페,카페,테라스, ,목줄,02-923-5999,성북구,서울특별시 성북구 안암로 145 고려대학교내 타이거프라자 2층,서울특별시 성북구 안암로 145,37.5887034223667,127.031698331241,카페카페성북구테라스목줄
데클렌 커피,카페,카페,실내, ,목줄,02-922-6247,성북구,서울특별시 성북구 보문로14길 25,서울특별시 성북구 보문로14길 25,37.5807204467281,127.023605185169,카페카페성북구실내목줄
스틸커피,카페,카페,실내, ,목줄,010-5099-7018,성북구,서울특별시 성북구 고려대로8길 23 서울 성북구 고려대로8길 23,서울특별시 성북구 고려대로8길 23,37.5848810678081,127.02165450904,카페카페성북구실내목줄
히든폼,카페,카페,실내, ,목줄,010-4296-0042,성북구,서울특별시 성북구 고려대로8길 73 1층,서울특별시 성북구 고려대로8길 73,37.5827004131059,127.022514195143,카페카페성북구실내목줄
스스쿠,카페,베이커리,실내, ,목줄,070-8833-3167,성북구,서울특별시 성북구 고려대로11길 65 1층 101호,서울특별시 성북구 고려대로11길 65,37.5888717948008,127.020363440247,카페베이커리성북구실내목줄
레인커피,카페,카페,"실내,실외", ,목줄,02-6368-1109,성북구,서울특별시 성북구 고려대로7길 70 1층,서울특별시 성북구 고려대로7길 70,37.5886947445383,127.019322639959,"카페카페성북구실내,실외목줄"
유즈리스어덜트,카페,카페,실내, ,"목줄,입마개",010-6255-7003,성북구,서울특별시 성북구 보문로18길 25 1층,서울특별시 성북구 보문로18길 25,37.5824751472675,127.022605604426,"카페카페성북구실내목줄,입마개"
카페오영,카페,카페,실내, ,목줄,010-4932-8910,성북구,서울특별시 성북구 동소문로26가길 39,서울특별시 성북구 동소문로26가길 39,37.5949547826357,127.021215592023,카페카페성북구실내목줄
디스러프,카페,카페,실내, ,목줄,010-8962-8657,성북구,서울특별시 성북구 보문로32길 84 지하 1층,서울특별시 성북구 보문로32길 84,37.5904043121311,127.020769434273,카페카페성북구실내목줄
카페 뮬,카페,카페,실내, ,목줄,02-6084-6083,성북구,서울특별시 성북구 동소문로22길 64,서울특별시 성북구 동소문로22길 64,37.5902711600642,127.01851608532,카페카페성북구실내목줄
카페b,카페,카페,실내, ,목줄,02-921-7797,성북구,서울특별시 성북구 보문로30길 71,서울특별시 성북구 보문로30길 71,37.5906268820981,127.019569294105,카페카페성북구실내목줄
디프 커피,카페,카페,실내, ,안기,010-5385-2890,성북구,서울특별시 성북구 동소문로26가길 56 1층,서울특별시 성북구 동소문로26가길 56,37.5950080860552,127.021902027076,카페카페성북구실내안기
유목커피바,카페,카페,실내, ,목줄,010-2738-3690,성북구,서울특별시 성북구 동소문로24길 47 2층,서울특별시 성북구 동소문로24길 47,37.5916111674719,127.018758612199,카페카페성북구실내목줄
파도의숲,카페,카페,실내, ,목줄,010-2332-2754,성북구,서울특별시 성북구 삼선교로24길 40 1층,서울특별시 성북구 삼선교로24길 40,37.5884068776111,127.016339133094,카페카페성북구실내목줄
Bright Side,카페,카페,실내, ,"목줄,입마개",010-7565-1780,종로구,서울특별시 종로구 보문로7길 3,서울특별시 종로구 보문로7길 3,37.5776809956028,127.022882983847,"카페카페종로구실내목줄,입마개"
루틴,카페,카페,실내, ,목줄,02-6489-4589,성북구,서울특별시 성북구 보문로34가길 6 1층,서울특별시 성북구 보문로34가길 6,37.5917100512356,127.02012677392,카페카페성북구실내목줄
바른마카롱,카페,베이커리,실내, ,목줄,070-8864-0206,성북구,서울특별시 성북구 성북로14길 10,서울특별시 성북구 성북로14길 10,37.5938296301826,127.00143135888,카페베이커리성북구실내목줄
패밀리앤프렌즈,카페,카페,실내, ,목줄,010-6341-3574,성북구,서울특별시 성북구 삼선교로14길 37 1층,서울특별시 성북구 삼선교로14길 37,37.5865432139381,127.0104248835,카페카페성북구실내목줄
샌드위치 하우스,카페,베이커리,실내, ,안기,02-928-8450,성북구,서울특별시 성북구 보문로34가길 2,서울특별시 성북구 보문로34가길 2,37.5915745505929,127.02007646418,카페베이커리성북구실내안기
피알디,카페,카페,실내, ,"목줄,매너벨트",010-6720-1378,성북구,서울특별시 성북구 동소문로25길 9 휴림빌딩 1층 101호,서울특별시 성북구 동소문로25길 9,37.5947006539761,127.018277355763,"카페카페성북구실내목줄,매너벨트"
카페 디터틀,카페,카페,실내, ,목줄,02-3674-0294,성북구,서울특별시 성북구 성북로6길 12 2층 204호,서울특별시 성북구 성북로6길 12,37.589962738726,127.005152897104,카페카페성북구실내목줄
서울노마드,카페,카페,실내, ,목줄,02-921-8049,성북구,서울특별시 성북구 동소문로11길 5,서울특별시 성북구 동소문로11길 5,37.59158439691,127.011908421274,카페카페성북구실내목줄
네이버후드,카페,카페,실내, ,목줄,02-747-6730,성북구,서울특별시 성북구 대사관로 133 1층,서울특별시 성북구 대사관로 133,37.6007186974551,126.995125389196,카페카페성북구실내목줄
혜화문아래,카페,카페,테라스, ,"목줄,입마개",02-733-9901,성북구,서울특별시 성북구 창경궁로43길 16,서울특별시 성북구 창경궁로43길 16,37.5887095796741,127.004375982887,"카페카페성북구테라스목줄,입마개"
에이머그,카페,카페,실내, ,목줄,02-6953-2629,강북구,서울특별시 강북구 노해로 21 1층,서울특별시 강북구 노해로 21,37.6375550451078,127.022654231485,카페카페강북구실내목줄
카페평화,카페,카페,실외, ,목줄,010-3302-6263,강북구,서울특별시 강북구 4.19로25길 13 1층,서울특별시 강북구 4.19로25길 13,37.6435738140797,127.00463731247,카페카페강북구실외목줄
스파웃커피,카페,카페,실내, ,목줄,010-6697-5576,강북구,서울특별시 강북구 노해로33길 49 1층,서울특별시 강북구 노해로33길 49,37.6467208178818,127.021864626315,카페카페강북구실내목줄
키치,카페,카페,실내, ,목줄,070-8244-0030,강북구,서울특별시 강북구 도봉로 387 1층,서울특별시 강북구 도봉로 387,37.6415059261581,127.028957387424,카페카페강북구실내목줄
더달다 카페,카페,베이커리,실내, ,안기,010-3489-0190,강북구,서울특별시 강북구 4.19로21길 18,서울특별시 강북구 4.19로21길 18,37.6444626807156,127.005652383245,카페베이커리강북구실내안기
수유리조트,카페,카페,실내, ,목줄,02-990-9882,강북구,서울특별시 강북구 노해로8가길 45,서울특별시 강북구 노해로8가길 45,37.6400949731655,127.023313738434,카페카페강북구실내목줄
카페앤제이,카페,카페,테라스, ,목줄,02-987-1253,강북구,서울특별시 강북구 한천로109길 3,서울특별시 강북구 한천로109길 3,37.6284570581872,127.043812914652,카페카페강북구테라스목줄
컴 폴 커피,카페,카페,실내, ,목줄,010-6832-9199,강북구,서울특별시 강북구 덕릉로 130 1층,서울특별시 강북구 덕릉로 130,37.6348393905176,127.028078473772,카페카페강북구실내목줄
유월보름,카페,카페,실내, ,목줄,070-4184-0615,강북구,서울특별시 강북구 도봉로29길 16 1층,서울특별시 강북구 도봉로29길 16,37.6206113797538,127.027273760959,카페카페강북구실내목줄
카페 라온,카페,카페,실내, ,목줄,02-987-0831,강북구,서울특별시 강북구 오패산로 114 스톤브릭 1층,서울특별시 강북구 오패산로 114,37.6121106839964,127.034983152442,카페카페강북구실내목줄
카페문나잇,카페,카페,실내, ,목줄,070-4046-0915,강북구,서울특별시 강북구 솔매로50길 7,서울특별시 강북구 솔매로50길 7,37.6261374342953,127.027145394168,카페카페강북구실내목줄
하루당,카페,카페,"실내,테라스", ,목줄,010-8430-2830,강북구,서울특별시 강북구 솔매로 122,서울특별시 강북구 솔매로 122,37.6260019963182,127.025621499096,"카페카페강북구실내,테라스목줄"
매로우,카페,카페,실내, ,목줄,010-6352-1038,도봉구,서울특별시 도봉구 덕릉로60다길 34,서울특별시 도봉구 덕릉로60다길 34,37.6375974116228,127.039101692242,카페카페도봉구실내목줄
카페7179,카페,카페,실내, ,목줄,010-9870-9717,도봉구,서울특별시 도봉구 도봉로110길 97 1층,서울특별시 도봉구 도봉로110길 97,37.6466251594706,127.038904843121,카페카페도봉구실내목줄
카페 그리너리티,카페,카페,실내, ,안기,010-2514-6469,도봉구,서울특별시 도봉구 노해로62길 80 1층,서울특별시 도봉구 노해로62길 80,37.6477780105225,127.038500349394,카페카페도봉구실내안기
키웨스트 연산군묘점,카페,카페,테라스, ,목줄,02-562-3356,도봉구,서울특별시 도봉구 방학로17길 85,서울특별시 도봉구 방학로17길 85,37.6625911377783,127.021068789412,카페카페도봉구테라스목줄
다니맘,카페,카페,"실내,루프탑","평일&주말 11:00 - 21:00 , 매주 화요일 휴무",목줄,010-9090-9507,노원구,서울특별시 노원구 한글비석로23길 26 1층 다니맘,서울특별시 노원구 한글비석로23길 26,37.6596933667112,127.071016521764,"카페카페노원구실내,루프탑목줄"
제이제곱 카페,카페,카페,실내,"매일 12:00 - 22:00 , 매주 월요일 휴무",매너벨트,010-4883-4249,강북구,서울특별시 강북구 도봉로10나길 17,서울특별시 강북구 도봉로10나길 17,37.6138476704708,127.031574446147,카페카페강북구실내매너벨트
하루당,카페,카페,"실내,테라스","매일 10:00 - 22:00 , 매주 월요일 휴무",목줄,010-8430-2830,강북구,서울특별시 강북구 솔매로 122,서울특별시 강북구 솔매로 122,37.6260019963182,127.025621499096,"카페카페강북구실내,테라스목줄"
카페 에덴,카페,카페,실외, ,없음,02-3491-3331,도봉구,서울특별시 도봉구 방학로 306,서울특별시 도봉구 방학로 306,37.6629452194212,127.018399818212,카페카페도봉구실외없음
스위트가든,카페,브런치,실외, ,목줄,02-900-1232,도봉구,서울특별시 도봉구 방학로5길 16,서울특별시 도봉구 방학로5길 16,37.6619651176903,127.037479501312,카페브런치도봉구실외목줄
카페아크,카페,카페,테라스, ,목줄,02-903-9193,도봉구,서울특별시 도봉구 시루봉로6길 53 쌍문동현대아파트상가,서울특별시 도봉구 시루봉로6길 53,37.659417638339,127.030083486611,카페카페도봉구테라스목줄
달콤Pick,카페,카페,실내, ,목줄,02-907-2701,도봉구,서울특별시 도봉구 방학로5길 44,서울특별시 도봉구 방학로5길 44,37.6607902615593,127.037688236855,카페카페도봉구실내목줄
휘드카페,카페,카페,테라스, ,목줄,02-990-7333,도봉구,서울특별시 도봉구 방학로3길 127,서울특별시 도봉구 방학로3길 127,37.6576962362706,127.038414580981,카페카페도봉구테라스목줄
커피배우다,카페,카페,실내, ,목줄,010-4643-5712,도봉구,서울특별시 도봉구 삼양로142길 7 1층,서울특별시 도봉구 삼양로142길 7,37.6506031169017,127.013765369064,카페카페도봉구실내목줄
마이림,카페,카페,실내, ,목줄,010-2031-7967,도봉구,서울특별시 도봉구 우이천로34길 13 1층,서울특별시 도봉구 우이천로34길 13,37.6497678790671,127.023148600407,카페카페도봉구실내목줄
카페티끌,카페,카페,실내, ,캐리어,010-7477-5772,도봉구,서울특별시 도봉구 노해로 235,서울특별시 도봉구 노해로 235,37.651387570315,127.034278368247,카페카페도봉구실내캐리어
우리행성,카페,카페,실외, ,"목줄,입마개",02-933-1214,노원구,서울특별시 노원구 노원로32길 42-22,서울특별시 노원구 노원로32길 42-22,37.6554956974038,127.069495215021,"카페카페노원구실외목줄,입마개"
케슬리,카페,카페,실외, ,목줄,02-933-8537,노원구,서울특별시 노원구 상계로1길 74 113호,서울특별시 노원구 상계로1길 74,37.6594431769139,127.061532290521,카페카페노원구실외목줄
요거프레소 노원문화점,카페,카페,실내, ,목줄,070-8959-3391,노원구,서울특별시 노원구 상계로 113,서울특별시 노원구 상계로 113,37.6575962570969,127.067302118777,카페카페노원구실내목줄
케어프리,카페,카페,실내, ,목줄,070-7808-2018,노원구,서울특별시 노원구 동일로242가길 14-6 1층,서울특별시 노원구 동일로242가길 14-6,37.6763595712798,127.056031225597,카페카페노원구실내목줄
빵순희,카페,카페,실내, ,목줄,070-4415-9747,노원구,"서울특별시 노원구 중계로 195 동진,신안아파트 상가 1층 102호",서울특별시 노원구 중계로 195,37.6495870762085,127.078912843722,카페카페노원구실내목줄
시즌,카페,카페,실내, ,목줄,010-8769-7050,노원구,서울특별시 노원구 상계로3길 38-2 2층,서울특별시 노원구 상계로3길 38-2,37.6578690741966,127.062725135159,카페카페노원구실내목줄
502세컨즈카페,카페,카페,실내, ,목줄,070-4465-7996,노원구,서울특별시 노원구 섬밭로 232 우성아파트,서울특별시 노원구 섬밭로 232,37.6366151651829,127.065668150406,카페카페노원구실내목줄
이너모스트,카페,카페,실내, ,목줄,010-8737-5593,노원구,서울특별시 노원구 동일로183길 12-14,서울특별시 노원구 동일로183길 12-14,37.6238261377722,127.072996110339,카페카페노원구실내목줄
카페밤비,카페,카페,실외, ,목줄,010-3207-2773,은평구,서울특별시 은평구 연서로44길 55 426동 상가,서울특별시 은평구 연서로44길 55,37.6276515409663,126.936495053805,카페카페은평구실외목줄
